Date,product_id,daily_unit_sales,previous_year_daily_unit_sales,daily_unit_sales_kg,previous_year_daily_unit_sales_kg,daily_unit_returns_kg,previous_year_daily_unit_returns_kg,points_of_distribution
2020-02-05,3,1039.0,,623.4000000000004,,0.2332103321033206,,351.0
2020-02-05,2,756.0,,756.0,,0,,0.0
2020-02-05,7,1508.8333333333337,,905.3000000000002,,0.202673900406897,,539.0
2020-02-05,5,899.0,,539.3999999999999,,0.159027128157156,,267.0
2020-02-05,1,4719.999999999999,,2831.9999999999995,,0,,648.0
2020-02-05,4,1077.0,,646.1999999999996,,0.27425876010781586,,461.0
2020-02-05,6,4114.999999999999,,905.2999999999997,,0.202673900406897,,539.0
2020-02-06,3,806.0,,483.59999999999974,,0.2516248839368616,,297.0
2020-02-06,5,610.0,,365.9999999999998,,0.24317617866004945,,267.0
2020-02-06,2,597.0,,597.0,,0,,0.0
2020-02-06,4,1071.0,,642.5999999999996,,0.2719238613188296,,453.0
2020-02-06,1,3304.000000000002,,1982.400000000001,,0,,604.0
2020-02-06,7,1570.0666666666682,,942.0400000000009,,0.22609795770829502,,543.0
2020-02-06,6,4281.999999999995,,942.039999999999,,0.2260979577082949,,543.0
2020-02-07,6,3366.999999999996,,740.7399999999991,,0.24540564769161705,,629.0
2020-02-07,3,619.0,,371.39999999999986,,0.28023255813953485,,351.0
2020-02-07,2,834.0,,834.0,,0,,0.0
2020-02-07,4,1043.0,,625.7999999999997,,0.2654929577464779,,507.0
2020-02-07,5,562.0,,337.1999999999998,,0.23537414965986397,,272.0
2020-02-07,1,3577.0000000000014,,2146.2000000000007,,0,,762.0
2020-02-07,7,1234.5666666666655,,740.7399999999992,,0.245405647691617,,629.0
2020-02-08,3,515.0,,309.0,,0.17993630573248418,,241.0
2020-02-08,6,2356.999999999996,,518.539999999999,,0.24600127959053042,,473.0
2020-02-08,4,593.0,,355.7999999999995,,0.2587499999999998,,319.0
2020-02-08,7,864.2333333333312,,518.5399999999987,,0.2460012795905305,,473.0
2020-02-08,1,1861.0,,1116.6,,0,,571.0
2020-02-08,5,268.0,,160.79999999999998,,0.2717391304347831,,171.0
2020-02-08,2,248.0,,248.0,,0,,0.0
2020-02-09,6,2368.0,,520.96,,0.018242122719734664,,18.0
2020-02-09,4,593.0,,355.8,,0.005033557046979865,,19.0
2020-02-09,1,1864.9999999999998,,1118.9999999999998,,0,,20.0
2020-02-09,7,868.2666666666668,,520.96,,0.018242122719734664,,18.0
2020-02-09,3,615.0,,369.0,,0.008064516129032256,,17.0
2020-02-09,5,746.0,,447.6,,0.00267379679144385,,19.0
2020-02-09,2,738.0,,738.0,,0,,0.0
2020-02-10,6,3834.999999999994,,843.6999999999987,,0.22116165718927572,,727.0
2020-02-10,1,3388.0000000000014,,2032.8000000000006,,0,,873.0
2020-02-10,3,844.0,,506.3999999999995,,0.2450805008944539,,442.0
2020-02-10,4,1103.0,,661.7999999999992,,0.24035812672176216,,560.0
2020-02-10,7,1406.1666666666665,,843.6999999999999,,0.22116165718927594,,727.0
2020-02-10,5,1022.0,,613.1999999999998,,0.12798634812286652,,352.0
2020-02-10,2,402.0,,402.0,,0,,0.0
2020-02-11,3,733.0,,439.7999999999997,,0.25659229208924905,,436.0
2020-02-11,6,3978.9999999999955,,875.379999999999,,0.21348092508400768,,684.0
2020-02-11,4,1103.0,,661.7999999999992,,0.25372124492557374,,630.0
2020-02-11,1,2446.999999999999,,1468.1999999999994,,0,,820.0
2020-02-11,7,1458.9666666666653,,875.3799999999992,,0.21348092508400796,,684.0
2020-02-11,5,644.0,,386.39999999999986,,0.16254876462938872,,344.0
2020-02-11,2,594.0,,594.0,,0,,0.0
2020-02-12,3,1473.0,,883.8000000000004,,0.16068376068376033,,457.0
2020-02-12,5,1241.0,,744.6,,0.10655147588192941,,287.0
2020-02-12,1,3281.0000000000045,,1968.6000000000026,,0,,769.0
2020-02-12,4,1298.0,,778.8,,0.21807228915662558,,555.0
2020-02-12,6,4587.999999999999,,1009.3599999999999,,0.17748296880602307,,664.0
2020-02-12,7,1682.26666666667,,1009.3600000000021,,0.17748296880602293,,664.0
2020-02-12,2,706.0,,706.0,,0,,0.0
2020-02-13,7,971.2999999999988,,582.7799999999993,,0.32561099796333964,,678.0
2020-02-13,1,2928.0000000000014,,1756.8000000000009,,0,,749.0
2020-02-13,5,725.0,,435.00000000000006,,0.17800453514739203,,297.0
2020-02-13,2,1031.0,,1031.0,,0,,0.0
2020-02-13,6,2648.999999999995,,582.779999999999,,0.32561099796333925,,678.0
2020-02-13,3,1039.0,,623.3999999999995,,0.246008708272858,,451.0
2020-02-13,4,1019.0,,611.3999999999992,,0.30109739368998517,,601.0
2020-02-14,5,555.0,,332.99999999999994,,0.23342541436464084,,374.0
2020-02-14,7,1536.6999999999987,,922.0199999999992,,0.189831819060506,,793.0
2020-02-14,3,658.0,,394.7999999999998,,0.2947481243301175,,519.0
2020-02-14,6,4190.999999999995,,922.0199999999991,,0.18983181906050545,,793.0
2020-02-14,2,790.0,,790.0,,0,,0.0
2020-02-14,1,3834.0000000000005,,2300.4,,0,,917.0
2020-02-14,4,1165.0,,698.9999999999997,,0.26637279596977237,,723.0
2020-02-15,4,536.0,,321.5999999999996,,0.31370038412291945,,315.0
2020-02-15,7,849.5666666666656,,509.7399999999993,,0.2523394643433366,,450.0
2020-02-15,3,505.0,,303.0,,0.21461897356143095,,245.0
2020-02-15,2,200.0,,200.0,,0,,0.0
2020-02-15,6,2316.9999999999955,,509.73999999999904,,0.2523394643433363,,450.0
2020-02-15,5,232.0,,139.20000000000007,,0.3012048192771092,,179.0
2020-02-15,1,1804.0000000000007,,1082.4000000000003,,0,,534.0
2020-02-16,2,436.0,,436.0,,0,,0.0
2020-02-16,5,192.0,,115.19999999999999,,0.11111111111111113,,18.0
2020-02-16,7,438.53333333333336,,263.12,,0.16771050800278356,,21.0
2020-02-16,3,67.0,,40.20000000000002,,0.781758957654723,,14.0
2020-02-16,4,253.0,,151.80000000000004,,0.44517543859649117,,21.0
2020-02-16,1,998.0,,598.8,,0,,24.0
2020-02-16,6,1196.0,,263.12,,0.16771050800278361,,21.0
2020-02-17,2,785.0,,785.0,,0,,0.0
2020-02-17,5,708.0,,424.79999999999984,,0.1500600240096038,,373.0
2020-02-17,1,4399.0,,2639.3999999999996,,0,,1000.0
2020-02-17,3,741.0,,444.59999999999934,,0.3022598870056487,,562.0
2020-02-17,7,1944.8000000000018,,1166.880000000001,,0.18186024988431174,,810.0
2020-02-17,4,1091.0,,654.5999999999996,,0.2638326585694994,,697.0
2020-02-17,6,5303.999999999997,,1166.8799999999994,,0.18186024988431126,,810.0
2020-02-18,7,1370.5999999999985,,822.3599999999991,,0.2058636073932435,,636.0
2020-02-18,5,694.0,,416.3999999999997,,0.17577197149643672,,312.0
2020-02-18,4,1362.0,,817.1999999999997,,0.19646017699114976,,582.0
2020-02-18,1,2226.000000000001,,1335.6000000000004,,0,,698.0
2020-02-18,6,3737.999999999996,,822.3599999999991,,0.20586360739324355,,636.0
2020-02-18,3,973.0,,583.7999999999997,,0.24690402476780127,,460.0
2020-02-18,2,656.0,,656.0,,0,,0.0
2020-02-19,2,692.0,,692.0,,0,,0.0
2020-02-19,1,3927.0000000000023,,2356.200000000001,,0,,923.0
2020-02-19,6,3875.999999999997,,852.7199999999993,,0.2076860179885519,,766.0
2020-02-19,4,1221.0,,732.5999999999997,,0.26223564954682677,,679.0
2020-02-19,3,859.0,,515.3999999999994,,0.303325223033252,,532.0
2020-02-19,7,1421.1999999999991,,852.7199999999995,,0.20768601798855157,,766.0
2020-02-19,5,834.0,,500.39999999999975,,0.17832512315270896,,384.0
2020-02-20,3,983.0,,589.7999999999997,,0.28973988439306303,,488.0
2020-02-20,5,567.0,,340.1999999999999,,0.20253164556962008,,305.0
2020-02-20,2,997.0,,997.0,,0,,0.0
2020-02-20,7,1240.7999999999993,,744.4799999999996,,0.2630662020905917,,697.0
2020-02-20,6,3383.999999999995,,744.4799999999989,,0.26306620209059156,,697.0
2020-02-20,1,3185.000000000001,,1911.0000000000005,,0,,724.0
2020-02-20,4,1110.0,,665.9999999999991,,0.2866323907455002,,585.0
2020-02-21,3,692.0,,415.20000000000005,,0.34345351043643163,,470.0
2020-02-21,6,3592.999999999996,,790.4599999999991,,0.2309503424657527,,638.0
2020-02-21,4,941.0,,564.5999999999997,,0.30347890451517334,,544.0
2020-02-21,1,3372.000000000001,,2023.2000000000005,,0,,783.0
2020-02-21,7,1317.433333333332,,790.4599999999991,,0.2309503424657526,,638.0
2020-02-21,5,675.0,,404.9999999999999,,0.20118343195266258,,323.0
2020-02-21,2,1137.0,,1137.0,,0,,0.0
2020-02-22,5,291.0,,174.6,,0.23821989528795845,,164.0
2020-02-22,1,1538.0,,922.8,,0,,531.0
2020-02-22,3,507.0,,304.1999999999998,,0.20283018867924527,,229.0
2020-02-22,7,775.499999999998,,465.29999999999876,,0.23673763984121238,,445.0
2020-02-22,6,2114.999999999996,,465.2999999999991,,0.23673763984121257,,445.0
2020-02-22,2,171.0,,171.0,,0,,0.0
2020-02-22,4,487.0,,292.1999999999997,,0.3273480662983421,,314.0
2020-02-23,6,1621.0000000000002,,356.62000000000006,,0.028177458033573143,,15.0
2020-02-23,4,462.0,,277.19999999999993,,0.0375,,14.0
2020-02-23,2,714.0,,714.0,,0,,0.0
2020-02-23,7,594.3666666666668,,356.62000000000006,,0.028177458033573147,,15.0
2020-02-23,5,176.0,,105.60000000000001,,0.043478260869565216,,10.0
2020-02-23,3,357.0,,214.2,,0.02989130434782609,,17.0
2020-02-23,1,683.0,,409.8,,0,,14.0
2020-02-24,2,343.0,,343.0,,0,,0.0
