Permit #,City,State,ZIP,District,Date issued,Mapped Location,Zip,lng,lat,School Board Districts,S Neighborhoods,Police Precincts,Counties,Council Districts,Zip Codes
133,Nashville,TN,37212,18,,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
92,Nashville,TN,37208,21,1/16/2015,"Nashville, TN",37208,36.176427,-86.805176,1,,6,"2,005",15,
438,Nashville,TN,37216,7,11/30/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
45,Nashville,TN,37215,34,2/7/2013,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
33,Nashville,TN,37205,23,2/23/2015,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
247,Nashville,TN,37216,7,1/13/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
403,Nashville,TN,37221,22,11/30/2015,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
283,Nashville,TN,37216,7,,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
314,Nashville,TN,37211,26,12/3/2014,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
407,Nashville,TN,37205,23,3/16/2015,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
466,Nashville,TN,37207,2,7/14/2015,"Nashville, TN",37207,36.224945,-86.775061,1,,6,"2,005",2,"15,550"
304,Nashville,TN,37215,34,11/19/2014,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
330,Nashville,TN,37206,6,12/1/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
447,Nashville,TN,37218,1,6/5/2015,"Nashville, TN",37218,36.210699,-86.866798,1,,6,"2,005",1,"16,168"
55,Nashville,TN,37204,25,5/30/2012,"Nashville, TN",37204,36.109305,-86.776748,6,,5,"2,005",23,"30,813"
35,Nashville,TN,37211,10,11/14/2014,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
319,Nashville,TN,37207,2,5/30/2014,"Nashville, TN",37207,36.224945,-86.775061,1,,6,"2,005",2,"15,550"
423,Nashville,TN,37206,6,5/1/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
171,Nashville,TN,37115,9,12/4/2015,"Nashville, TN",37115,36.262567,-86.704171,2,979,4,"2,005",4,"1,527"
321,Nashville,TN,37013,30,6/2/2014,"Nashville, TN",37013,36.049335,-86.641832,8,669,7,"2,005",30,"24,062"
,Nashville,TN,37211,16,10/19/2015,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
15,Nashville,TN,37214,18,12/30/2014,"Nashville, TN",37214,36.168995,-86.667231,4,,3,"2,005",20,"15,807"
212,Nashville,TN,37212,19,11/19/2015,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
463,Nashville,TN,37221,22,7/2/2014,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
333,Nashville,TN,37221,22,12/30/2014,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
257,Nashville,TN,37221,22,11/14/2014,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
132,Nashville,TN,37216,7,11/12/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
281,Nashville,TN,37211,26,11/13/2015,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
462,Nashville,TN,37215,25,7/2/2015,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
97,Nashville,TN,37212,18,6/5/2015,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
309,Nashville,TN,37013,30,12/31/2014,"Nashville, TN",37013,36.049335,-86.641832,8,669,7,"2,005",30,"24,062"
212,Nashville,TN,37220,26,11/12/2014,"Nashville, TN",37220,36.06788,-86.776955,6,,5,"2,005",34,"16,171"
285,Nashville,TN,37206,6,1/6/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
234,Nashville,TN,37212,18,8/27/2013,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
,Nashville,TN,37204,25,11/13/2015,"Nashville, TN",37204,36.109305,-86.776748,6,,5,"2,005",23,"30,813"
444,Nashville,TN,37205,23,6/3/2015,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
80,Nashville,TN,37212,7,12/12/2014,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
406,Nashville,TN,37013,31,3/6/2015,"Nashville, TN",37013,36.049335,-86.641832,8,669,7,"2,005",30,"24,062"
39,Nashville,TN,37211,30,12/12/2014,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
127,Nashville,TN,37076,24,12/1/2015,"Nashville, TN",37076,36.175185,-86.5933,4,,3,"2,005",16,"28,805"
200,Nashville,TN,37212,18,11/21/2014,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
145,Nashville,TN,37206,6,12/10/2014,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
400,Nashville,TN,37221,22,2/6/2015,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
443,Nashville,TN,37215,25,6/2/2015,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
311,Nashville,TN,37216,7,1/30/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
480,Nashville,TN,37206,5,9/10/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
49,Nashville,TN,37027,34,12/10/2014,"Nashville, TN",37027,36.00245,-86.778709,,,,"3,018",,"24,382"
167,Nashville,TN,37211,26,5/18/2012,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
416,Nashville,TN,37211,26,4/8/2015,"Nashville, TN",37211,36.069132,-86.724578,3,,5,"2,005",25,"15,803"
364,Nashville,TN,37206,6,1/9/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
489,Nashville,TN,37115,9,11/12/2015,"Nashville, TN",37115,36.262567,-86.704171,2,979,4,"2,005",4,"1,527"
419,Nashville,TN,37206,6,4/16/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
485,Nashville,TN,37215,34,9/30/2015,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
309,Nashville,TN,37212,18,11/30/2015,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
477,Nashville,TN,37205,23,9/8/2015,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
185,Nashville,TN,37216,8,2/13/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
448,Nashville,TN,37216,7,11/30/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
244,Nashville,TN,37215,34,11/10/2015,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
110,Nashville,TN,37216,7,12/29/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
31,Nashville,TN,37206,6,4/6/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
232,Nashville,TN,37204,25,2/27/2015,"Nashville, TN",37204,36.109305,-86.776748,6,,5,"2,005",23,"30,813"
149,Nashville,TN,37205,24,11/13/2014,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
208,Nashville,TN,37115,9,2/28/2012,"Nashville, TN",37115,36.262567,-86.704171,2,979,4,"2,005",4,"1,527"
222,Nashville,TN,37214,14,1/13/2015,"Nashville, TN",37214,36.168995,-86.667231,4,,3,"2,005",20,"15,807"
206,Nashville,TN,37027,34,3/17/2015,"Nashville, TN",37027,36.00245,-86.778709,,,,"3,018",,"24,382"
152,Nashville,TN,37216,8,5/4/2012,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
426,Nashville,TN,37206,6,4/28/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
252,Nashville,TN,37216,7,1/7/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
41,Nashville,TN,37215,25,12/4/2015,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
168,Nashville,TN,37204,16,12/3/2014,"Nashville, TN",37204,36.109305,-86.776748,6,,5,"2,005",23,"30,813"
345,Nashville,TN,37216,,10/1/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
223,Nashville,TN,37206,6,7/5/2012,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
317,Nashville,TN,37216,8,12/8/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
333,Nashville,TN,37212,18,12/10/2014,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
260,Nashville,TN,37215,34,12/10/2014,"Nashville, TN",37215,36.091316,-86.827959,6,,5,"2,005",23,"15,809"
344,Nashville,TN,37207,6,10/1/2014,"Nashville, TN",37207,36.224945,-86.775061,1,,6,"2,005",2,"15,550"
415,Nashville,TN,37138,11,4/8/2015,"Nashville, TN",37138,36.239455,-86.611783,4,121,3,"2,005",17,"18,487"
431,Nashville,TN,37205,23,5/1/2015,"Nashville, TN",37205,36.112469,-86.867263,5,4,8,"2,005",32,"30,816"
452,Nashville,TN,37013,33,6/16/2015,"Nashville, TN",37013,36.049335,-86.641832,8,669,7,"2,005",30,"24,062"
229,Nashville,TN,37212,18,1/7/2015,"Nashville, TN",37212,36.133256,-86.801456,6,578,5,"2,005",12,"15,804"
422,Nashville,TN,37206,6,12/1/2015,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
245,Nashville,TN,37206,6,12/10/2014,"Nashville, TN",37206,36.18095,-86.739624,7,14,2,"2,005",7,"15,548"
284,Nashville,TN,37216,8,12/30/2014,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
467,Nashville,TN,37016,14,7/22/2015,"Nashville, TN",37016,35.958042,-86.104461,,,,684,,"24,071"
413,Nashville,TN,37216,8,4/6/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
465,Nashville,TN,37216,7,7/13/2015,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
34,Nashville,TN,37221,35,9/26/2012,"Nashville, TN",37221,36.064367,-86.96029,5,84,8,"2,005",35,"16,173"
191,Nashville,TN,37216,5,4/3/2013,"Nashville, TN",37216,36.216134,-86.726204,2,82,2,"2,005",8,"16,164"
